Locus,Het,FST
4844,0.10303378,0.11874969
4845,0.43269417,0.02014393
4846,0.24627841,0.00343553
4847,0.1414422,0.09337308
4848,0.26699778,0.03014575
4849,0.17871114,0.01185711
4850,0.40339586,0.00159306
4851,0.10416832,0.01900839
4852,0.10372091,0.13570124
4853,0.18010473,0.00983893
4854,0.10818029,0.03626681
4855,0.10818029,0.03626681
4856,0.10818029,0.03626681
4857,0.53539573,0.21512409
4858,0.53539573,0.21512409
4859,0.53539573,0.21512409
4860,0.48011489,0.03172772
4861,0.33738939,0.12599985
4862,0.19316981,0.05740717
4863,0.17758084,0.05371799
4864,0.3009967,0.28445416
4865,0.1034451,0.04609821
4866,0.13855628,0.16008448
4867,0.13855628,0.16008448
4868,0.13855628,0.16008448
4869,0.14951491,0.04805519
4870,0.15218709,0.00943826
4871,0.26235427,0.00275913
4872,0.37061698,0.01032766
4873,0.18780959,0.05664316
4874,0.39032468,0.08628028
4875,0.18927919,0.01402112
4876,0.26851095,0.12133627
4877,0.24952136,0.13345342
4878,0.11911436,0.03272693
4879,0.31310046,0.16737159
4880,0.29270639,0.13437198
4881,0.49099457,0.05135499
4882,0.38062559,0.06708856
4883,0.44489852,0.04349709
4884,0.10343049,0.01711649
4885,0.50544871,0.19088388
4886,0.18526184,0.10414401
4887,0.26850828,0.10029052
4888,0.46555961,0.065084
4889,0.52324053,0.49672882
4890,0.40434178,0.25138778
4891,0.14446513,0.13003659
4892,0.15273313,0.02233977
4893,0.15273313,0.02233977
4894,0.15273313,0.02233977
4895,0.15273313,0.02233977
4896,0.25870781,0.05811323
4897,0.48794605,0.03172919
4898,0.44377991,0.01712788
4899,0.09901236,0.02110043
4900,0.10968632,0.02257011
4901,0.37965251,0.06702647
4902,0.3520175,0.10534831
4903,0.18502809,0.0155415
4904,0.467034,0.00615369
4905,0.10279887,0.01558277
4906,0.40828453,0.03359355
4907,0.4378936,0.03797589
4908,0.16714006,0.08840349
4909,0.21194393,0.00563425
4910,0.46997877,0.013401
4911,0.22835,0.09422635
4912,0.18147077,0.18338704
4913,0.48749479,0.05988424
4914,0.50084548,0.0214289
4915,0.1121178,0.00974988
4916,0.11151005,0.05725615
4917,0.12469688,0.04977858
4918,0.13858695,0.03931917
4919,0.40410791,0.14720902
4920,0.40410791,0.14720902
4921,0.40410791,0.14720902
4922,0.47202672,0.11856595
4923,0.34369857,0.02310148
4924,0.20438,0.00215008
4925,0.27839484,0.02795021
4926,0.14707142,0.03351271
4927,0.1606339,0.17039572
4928,0.13248012,0.14341373
4929,0.26567052,0.03368113
4930,0.10814286,0.04102593
4931,0.13177787,0.06678273
4932,0.20533209,0.0758133
4933,0.17369141,0.15620525
4934,0.09929188,0.0161694
4935,0.46654201,0.06595936
4936,0.46654201,0.06595936
4937,0.35242842,0.01384957
4938,0.49882561,0.0096228
4939,0.23412771,0.00344331
4940,0.32126523,0.00607876
4941,0.62364045,0.48885972
4942,0.1310409,0.05122486
4943,0.12784681,0.05997681
4944,0.17697732,0.0074097
4945,0.44094665,0.00665455
4946,0.14891789,0.05197633
4947,0.35991529,0.25511645
4948,0.51702603,0.13532713
4949,0.5132845,0.11665095
4950,0.40432307,0.1561819
4951,0.20187104,0.08498481
4952,0.42717979,0.001965
4953,0.33343212,0.13945571
4954,0.2775574,0.074616
4955,0.26582653,0.00114369
4956,0.50206878,0.20384281
4957,0.27393146,0.03969489
4958,0.12359654,0.10218348
4959,0.2940062,0.00189112
4960,0.2940062,0.00189112
4961,0.1014115,0.05321712
4962,0.35880809,0.00988811
4963,0.45310302,0.03377885
4964,0.22600191,0.05379507
4965,0.22600191,0.05379507
4966,0.22600191,0.05379507
4967,0.13014494,0.08948821
4968,0.18973139,0.0669925
4969,0.24751893,0.02111116
4970,0.40015385,0.0174662
4971,0.20531813,0.12078895
4972,0.13685505,0.02834838
4973,0.10141435,0.06285173
4974,0.10914352,0.05671863
4975,0.10738963,0.01453116
4976,0.26869607,0.28293046
4977,0.26869607,0.28293046
4978,0.18017064,0.198761
4979,0.14359365,0.04671338
4980,0.35976664,0.03722788
4981,0.35976664,0.03722788
4982,0.35976664,0.03722788
4983,0.35976664,0.03722788
4984,0.37906351,0.0164453
4985,0.38338837,0.01764447
4986,0.17399336,0.01613517
4987,0.13270138,0.0947378
4988,0.10253075,0.01657179
4989,0.47323212,0.04806468
4990,0.4731974,0.04755926
4991,0.10596783,0.06021611
4992,0.15920218,0.09335121
4993,0.14213483,0.05436363
4994,0.35967056,0.13215362
4995,0.24066371,0.06754674
4996,0.46351379,0.08936838
4997,0.16438403,0.15253631
4998,0.21890861,0.14786368
4999,0.25884859,0.05188531
5000,0.26861196,0.00818675
5001,0.15103865,0.07999771
5002,0.20722337,0.11397137
5003,0.47004827,0.04475125
5004,0.23383374,0.00168723
5005,0.23082838,0.00415705
5006,0.36713053,0.12694297
5007,0.19355902,0.04502603
5008,0.27279599,0.20066521
5009,0.18429971,0.00705968
5010,0.49631902,0.04434097
5011,0.23016257,0.0702118
5012,0.40234254,0.00085195
5013,0.22159228,0.07363499
5014,0.26858928,0.24748739
5015,0.32565873,0.09714653
5016,0.21598729,0.04544361
5017,0.32913178,0.02589295
5018,0.25857601,0.03378155
5019,0.10145335,0.01598037
5020,0.15810618,0.04276732
5021,0.16220356,0.0405739
5022,0.13749056,0.0076108
5023,0.22298989,0.1735889
5024,0.509362,0.0428578
5025,0.51887384,0.07809969
5026,0.16970883,0.04596121
5027,0.11343784,0.0897927
5028,0.11343784,0.0897927
5029,0.17662876,0.03495909
5030,0.38841348,0.12567563
5031,0.18201144,0.04302876
5032,0.39195836,0.01162689
5033,0.14581467,0.06529301
5034,0.14581467,0.06529301
5035,0.4999781,0.00103196
5036,0.43307336,0.00222801
5037,0.4999781,0.00103196
5038,0.10332125,0.05306035
5039,0.41396026,0.03345561
5040,0.39111882,0.0219282
5041,0.39659923,0.20517763
5042,0.30673884,0.00384833
5043,0.48247622,0.00204675
5044,0.50459827,0.01614969
5045,0.09687646,0.04022216
5046,0.25819472,0.01764663
5047,0.16815488,0.0996016
5048,0.13104225,0.04534363
5049,0.1935255,0.09600302
5050,0.42777093,0.05911885
5051,0.42467428,0.06570316
5052,0.42777093,0.05911885
5053,0.34616901,0.02685641
5054,0.20420942,0.11453479
5055,0.174277,0.12427337
5056,0.13372087,0.08572927
5057,0.5019866,0.00140926
5058,0.42835995,0.08894629
5059,0.50240191,0.02572369
5060,0.22030714,0.03201504
5061,0.11873755,0.06215247
5062,0.11873755,0.06215247
5063,0.13255204,0.04203032
5064,0.48826341,0.07201964
5065,0.32884193,0.12069443
5066,0.10991002,0.00841345
5067,0.21573301,0.09037321
5068,0.11379401,0.08410516
5069,0.16082649,0.0081724
5070,0.32661354,0.15292767
5071,0.14220772,0.03665629
5072,0.50643069,0.034111
5073,0.47135065,0.02053679
5074,0.2957103,0.15147195
5075,0.14093496,0.12463146
5076,0.2463872,0.20713521
5077,0.14289523,0.21359535
5078,0.44007265,0.01378861
5079,0.26560691,0.32821835
5080,0.49258321,0.15510243
5081,0.41897982,0.32074057
5082,0.24620629,0.18926566
5083,0.36740139,0.04609566
5084,0.14063857,0.04784434
5085,0.22718134,0.08144469
5086,0.21414347,0.01733129
5087,0.39591502,0.19009878
5088,0.21592503,0.01045954
5089,0.21795562,0.14798925
5090,0.22887234,0.00510009
5091,0.11119318,0.07726429
5092,0.32025055,0.16724599
5093,0.36660642,0.02389304
5094,0.10146847,0.03166714
5095,0.48160126,0.00072889
5096,0.36397907,0.01490309
5097,0.51868181,0.08239463
5098,0.51868181,0.08239463
5099,0.13328509,0.05148295
5100,0.31438315,0.00534569
5101,0.18629038,0.03088523
5102,0.24044248,0.07456858
5103,0.50421219,0.07304511
5104,0.48947467,0.08503875
5105,0.48947467,0.08503875
5106,0.2802728,0.06612312
5107,0.2802728,0.06612312
5108,0.24674911,0.20103589
5109,0.15199091,0.08975693
5110,0.22961267,0.00011495
5111,0.37923265,0.02364954
5112,0.38270468,0.10295877
5113,0.38435273,0.09996786
5114,0.14610981,0.10370027
5115,0.34549725,0.05755274
5116,0.11073913,0.00464577
5117,0.13938161,0.01351135
5118,0.52172597,0.06880209
5119,0.50871251,0.04697947
5120,0.50871251,0.04697947
5121,0.45557575,0.06742247
5122,0.09622244,0.02532744
5123,0.35173351,0.28449545
5124,0.19281516,0.05337738
5125,0.12545825,0.0216174
5126,0.49174706,0.00956774
5127,0.13177652,0.07263138
5128,0.49400232,0.00016288
5129,0.11153567,0.12366864
5130,0.13391424,0.03292638
5131,0.17930741,0.07107459
5132,0.50662296,0.09482626
5133,0.23709016,0.07343978
5134,0.15091679,0.08964205
5135,0.12222283,0.02961332
5136,0.25733671,0.00646613
5137,0.17467522,0.20228015
5138,0.12058662,0.07891457
5139,0.12058662,0.07891457
5140,0.14350273,0.15573233
5141,0.18684557,0.06852545
5142,0.39322742,0.01865505
5143,0.37337766,0.0242156
5144,0.37337766,0.0242156
5145,0.41750328,0.01108829
5146,0.43956063,0.03189189
5147,0.09781759,0.00130384
5148,0.28521824,0.04329857
5149,0.14550071,0.13912066
5150,0.14550071,0.13912066
5151,0.32430369,0.0306212
5152,0.11251186,0.03493923
5153,0.28704476,0.20211832
5154,0.18180968,0.21411801
5155,0.12663381,0.07778649
5156,0.2024488,0.04179071
5157,0.36154371,0.01720347
5158,0.18193756,0.10654523
5159,0.31849852,0.1472652
5160,0.12218805,0.1012725
5161,0.51891016,0.14444243
5162,0.2864065,0.1018044
5163,0.1805589,0.10067699
5164,0.17106617,0.10716448
5165,0.50004689,0.02375755
5166,0.50005265,0.02408335
5167,0.17666157,0.09388624
5168,0.28727755,0.22733332
5169,0.20202305,0.05772255
5170,0.20202305,0.05772255
5171,0.20202305,0.05772255
5172,0.20202305,0.05772255
5173,0.12258998,0.03254487
5174,0.45804609,0.00962151
5175,0.10403038,0.16424475
5176,0.10814457,0.03211811
5177,0.50836228,0.24610114
5178,0.32039875,0.16825571
5179,0.23205857,0.00618414
5180,0.2077212,0.01697521
5181,0.12501929,0.04026033
5182,0.26217749,0.11554185
5183,0.39905025,0.22127624
5184,0.18313906,0.06464307
5185,0.26630096,0.08955407
5186,0.10874442,0.05849443
5187,0.18748786,0.00039662
5188,0.43183501,0.00296606
5189,0.38312165,0.07250732
5190,0.12057194,0.05117021
5191,0.15715432,0.02314134
5192,0.2810245,0.01179128
5193,0.22111095,0.05906871
5194,0.28978753,0.03647324
5195,0.1529961,0.1145357
5196,0.485019,0.04032645
5197,0.21784924,0.09126401
5198,0.16114269,0.12097526
5199,0.12163688,0.02048009
5200,0.21525862,0.07700361
5201,0.20730597,0.00365753
5202,0.21695922,0.01541444
5203,0.19724103,0.06890361
5204,0.36620419,0.06813207
5205,0.10631984,0.07920381
5206,0.21337887,0.24347062
5207,0.40742137,0.19895156
5208,0.43482484,0.01219857
5209,0.49863637,0.00237947
5210,0.12208668,0.02069599
5211,0.10215427,0.0434346
5212,0.39987081,0.01291767
5213,0.50080794,0.00523612
5214,0.18602086,0.07019865
5215,0.52991072,0.23763001
5216,0.38303905,0.00025805
5217,0.31224147,0.07233018
5218,0.12142385,0.01856874
5219,0.28358938,0.05286899
5220,0.37130675,0.0167336
5221,0.50151678,0.00116117
5222,0.14889164,0.03604319
5223,0.19016555,0.02266276
5224,0.42511244,0.03017913
5225,0.25697223,0.17472601
5226,0.48933288,0.08031839
5227,0.15230462,0.04057746
5228,0.10419673,0.0485058
5229,0.22343792,0.02150554
5230,0.22343792,0.02150554
5231,0.15966041,0.11969008
5232,0.1418029,0.1133059
5233,0.25212479,0.19297846
5234,0.25212479,0.19297846
5235,0.35357453,0.03678541
5236,0.36620155,0.01332203
5237,0.26053903,0.20627726
5238,0.24144336,0.01741501
5239,0.12231014,0.09901379
5240,0.48715074,0.16989444
5241,0.25264376,0.02657889
5242,0.11100942,0.03421989
5243,0.17458569,0.15501833
5244,0.09976446,0.03234911
5245,0.13875502,0.08958589
5246,0.33840762,0.00111395
5247,0.11776325,0.07653015
5248,0.11776325,0.07653015
5249,0.42044007,0.03460989
5250,0.35581988,0.07146488
5251,0.37892682,0.1202709
5252,0.4939727,0.12338662
5253,0.1253819,0.03800519
5254,0.1253819,0.03800519
5255,0.43539496,0.15345335
5256,0.57390293,0.28890898
5257,0.44434306,0.17028379
5258,0.48526037,0.01145783
5259,0.20434837,0.02491415
5260,0.14467066,0.00138523
5261,0.49985074,0.02443525
5262,0.42838269,0.22935986
5263,0.20098517,0.08445226
5264,0.41277391,0.00229024
5265,0.25411275,0.04788356
5266,0.15411787,0.08648268
5267,0.12467948,0.01200943
5268,0.35698458,0.06764008
5269,0.10780504,0.13617299
5270,0.2284595,0.17274965
5271,0.2969939,0.01862234
5272,0.10615322,0.06732853
5273,0.22506311,0.01216714
5274,0.37323973,0.10117222
5275,0.23373259,0.0023672
5276,0.36896258,0.01208037
5277,0.36896258,0.01208037
5278,0.20409456,0.15674849
5279,0.13257808,0.05888806
5280,0.29522632,0.08888705
5281,0.29522632,0.08888705
5282,0.29522632,0.08888705
5283,0.33442144,0.14931806
5284,0.49786396,0.01654499
5285,0.10403833,0.17923937
5286,0.12023111,0.05992746
5287,0.46939978,0.22399069
5288,0.49019906,0.01165723
5289,0.41335476,0.01666039
5290,0.2717002,0.03198265
5291,0.21095878,0.1191394
5292,0.11441142,0.01074784
5293,0.11136871,0.05741737
5294,0.5073121,0.031505
5295,0.50006291,0.00884475
5296,0.28264851,0.08247703
5297,0.20289891,0.02053199
5298,0.3343239,0.27301252
5299,0.17341198,0.08408856
5300,0.50774896,0.14337393
5301,0.25088904,0.12857673
5302,0.17756421,0.06418022
5303,0.38318314,0.01065106
5304,0.35625332,0.00249563
5305,0.49801462,0.05318079
5306,0.19985669,0.01639886
5307,0.19027279,0.02507908
5308,0.19027279,0.02507908
5309,0.18916428,0.05503343
5310,0.10340319,0.00868227
5311,0.24963413,0.22969825
5312,0.28361426,0.02912693
5313,0.39898328,0.12484812
5314,0.14261489,0.06084107
5315,0.21187864,0.00011519
5316,0.23424892,0.19473416
5317,0.39367176,0.02824534
5318,0.39367176,0.02824534
5319,0.45734557,0.26920316
5320,0.44603734,0.01958706
5321,0.11392503,0.03098467
5322,0.09916387,0.02246385
5323,0.15236068,0.07917552
5324,0.45543332,0.04937253
5325,0.28402224,0.03918448
5326,0.38773959,0.07566263
5327,0.11056556,0.02451024
5328,0.41244046,0.10763473
5329,0.36182259,0.04874127
5330,0.11031457,0.07876196
5331,0.29759966,0.07599387
5332,0.33518548,0.03757
5333,0.3118731,0.00081932
5334,0.18042502,0.00103627
5335,0.3118731,0.00081932
5336,0.1146063,0.08515761
5337,0.47924913,0.00638335
5338,0.18699114,0.07677038
5339,0.4831505,0.23835178
5340,0.492961,0.09875641
5341,0.2214898,0.00393434
5342,0.14893674,0.11598625
5343,0.17845103,0.06590289
5344,0.24450947,0.11507606
5345,0.45403466,0.00437638
5346,0.43441544,0.03923945
5347,0.49698965,0.00266921
5348,0.32270005,0.00438164
5349,0.13244696,0.21314221
5350,0.16927619,0.0213782
5351,0.46868712,0.34125249
5352,0.09987655,0.13813544
5353,0.10057178,0.05008187
5354,0.10079178,0.07065347
5355,0.22481027,0.24835208
5356,0.43428779,0.25049033
5357,0.42906751,0.03717696
5358,0.50676543,0.06085879
5359,0.17406866,0.06146413
5360,0.1342367,0.05296569
5361,0.17316791,0.02998185
5362,0.11603283,0.03970304
5363,0.16664493,0.00018464
5364,0.16054469,0.11423408
5365,0.24407832,0.0502207
5366,0.32080115,0.07700904
5367,0.32080115,0.07700904
5368,0.23838371,0.00661825
5369,0.23838371,0.00661825
5370,0.11442075,0.04234113
5371,0.37256436,0.03003166
5372,0.5012098,0.01077159
5373,0.4121357,0.04737784
5374,0.11393782,0.03109345
5375,0.20871111,0.00894025
5376,0.13962947,0.07206238
5377,0.33930905,0.37001611
5378,0.09633148,0.00560138
5379,0.20262603,0.07481912
5380,0.10765134,0.08634116
5381,0.23653433,0.0352733
5382,0.1351733,0.0650844
5383,0.27314445,0.02638806
5384,0.2146159,0.01978671
5385,0.2146159,0.01978671
5386,0.13785728,0.06027505
5387,0.16636903,0.04063485
5388,0.10440238,0.00663997
5389,0.18195448,0.00823079
5390,0.43079454,0.01255009
5391,0.4988963,0.00691862
5392,0.22295712,0.08119869
5393,0.10483246,0.07776388
5394,0.50388286,0.03346046
5395,0.2918999,0.00752569
5396,0.36614442,0.00093461
5397,0.48934101,0.00342677
5398,0.21800003,0.0242323
5399,0.21800003,0.0242323
5400,0.33724698,0.05198421
5401,0.31736077,0.00675014
5402,0.44544409,0.00190929
5403,0.38929524,0.10984413
5404,0.37360063,0.17307973
5405,0.24535129,0.01734677
5406,0.47936879,0.13461637
5407,0.44809002,0.00555901
5408,0.46661599,0.00590561
5409,0.4797757,0.0086347
5410,0.46661599,0.00590561
5411,0.10825086,0.12818971
5412,0.27047037,0.04138833
5413,0.41081007,0.01847139
5414,0.11481785,0.13516999
5415,0.4030551,0.02019992
5416,0.30315598,0.19008344
5417,0.35407874,0.13835918
5418,0.2431065,0.132303
5419,0.27636622,0.26829312
5420,0.15153738,0.12059605
5421,0.14740536,0.03308366
5422,0.10102275,0.05730861
5423,0.26509639,0.00178392
5424,0.22801499,0.00661855
5425,0.19428536,0.15018494
5426,0.17093261,0.11430229
5427,0.10950326,0.00726314
5428,0.34288412,0.0489399
5429,0.28284613,0.28786299
5430,0.48706415,0.00162513
5431,0.45851834,0.10639254
5432,0.12460119,0.11170803
5433,0.10991613,0.01450691
5434,0.16111974,0.09144475
5435,0.18090899,0.05299092
5436,0.15647292,0.06999415
5437,0.23934707,0.0867999
5438,0.12507938,0.06434
5439,0.13962678,0.01557556
5440,0.46003565,0.04105328
5441,0.54566406,0.21300187
5442,0.36517011,0.34911264
5443,0.41641069,0.15847558
5444,0.24681771,0.04059031
5445,0.43191725,0.01403584
5446,0.10115444,0.04912213
5447,0.10737228,0.09102581
5448,0.38881409,0.00517253
5449,0.29608365,0.04747948
5450,0.43389878,0.01360856
5451,0.40434564,0.00396492
5452,0.20640409,0.06315344
5453,0.10982005,0.0551448
5454,0.13375718,0.05562357
5455,0.2386381,0.01604613
5456,0.3211246,0.0649429
5457,0.47911533,0.0058375
5458,0.2497536,0.04121016
5459,0.17572818,0.07509796
5460,0.15333164,0.05924071
5461,0.17850001,0.059353
5462,0.13962716,0.06361891
5463,0.13962716,0.06361891
5464,0.20301452,0.00111975
5465,0.43708972,0.00646178
5466,0.50013624,0.00448919
5467,0.10494051,0.04721704
5468,0.13071731,0.04550258
5469,0.1976247,0.02845581
5470,0.47057459,0.01734494
5471,0.38344627,0.05447995
5472,0.27774064,0.15861122
5473,0.27774064,0.15861122
5474,0.37044607,0.14795295
5475,0.15234953,0.00564297
5476,0.22606702,0.09936317
5477,0.23429074,0.08732967
5478,0.15643717,0.06247382
5479,0.11443088,0.06205146
5480,0.15843277,0.05414488
5481,0.29029371,0.13076163
5482,0.14196224,0.04468601
5483,0.10577903,0.00777168
5484,0.22731433,0.00079729
5485,0.10577903,0.00777168
5486,0.37625916,0.05301451
5487,0.20047446,0.06366427
5488,0.14397394,0.40079035
5489,0.10798046,0.14576297
5490,0.27796477,0.018931
5491,0.27796477,0.018931
5492,0.10082404,0.0232466
5493,0.19162782,0.00714987
5494,0.35595037,0.06675114
5495,0.30684884,0.10685817
5496,0.18157553,0.16525766
5497,0.11440611,0.01996329
5498,0.49678389,0.10640284
5499,0.30455989,0.0810535
5500,0.17865714,0.0402942
5501,0.1186933,0.06024188
5502,0.4485362,0.09190462
5503,0.48958086,0.10820196
5504,0.48958086,0.10820196
5505,0.48958086,0.10820196
5506,0.14932562,0.14717914
5507,0.27778225,0.03912695
5508,0.11460569,0.02096883
5509,0.17108484,0.06200267
5510,0.10812761,0.05834442
5511,0.37454427,0.09878031
5512,0.11676274,0.14050455
5513,0.49583844,0.00293666
5514,0.13304103,0.15181543
5515,0.20440176,0.07671935
5516,0.51715797,0.06807681
5517,0.4160475,0.23805125
5518,0.13036883,0.10585556
5519,0.47819747,0.02362941
5520,0.45419747,0.108875
5521,0.18490803,0.04517171
5522,0.09699272,0.02497554
5523,0.31395453,0.1623741
5524,0.31053006,0.15904117
5525,0.36982411,0.07441501
5526,0.11355341,0.08647252
5527,0.28598551,0.01819582
5528,0.31855857,0.1465172
5529,0.25067612,0.08769179
5530,0.09907143,0.06424989
5531,0.10060941,0.03659362
5532,0.2153072,0.01009363
5533,0.17797446,0.15740738
5534,0.1458179,0.08310067
5535,0.17665683,0.23627355
5536,0.16160854,0.04994339
5537,0.24049983,0.01113323
5538,0.1426754,0.17742596
5539,0.27741875,0.00221508
5540,0.10503933,0.14654964
5541,0.19001043,0.08536658
5542,0.30213637,0.0525315
5543,0.49941296,0.00329538
5544,0.26755487,0.00236247
5545,0.41746124,0.12239903
5546,0.20821184,0.08347001
5547,0.23001267,0.0838697
5548,0.39832578,0.10422513
5549,0.5227098,0.11782229
5550,0.36368283,0.20601933
5551,0.44352622,0.03154605
5552,0.44352622,0.03154605
5553,0.44352622,0.03154605
5554,0.2585076,0.0807464
5555,0.1484632,0.07320274
5556,0.38600016,0.00676154
5557,0.23805831,0.10173249
5558,0.12593045,0.04070044
5559,0.50909123,0.06736905
5560,0.10074526,0.12915705
5561,0.1166489,0.08101215
5562,0.5413223,0.25360429
5563,0.43507862,0.04127778
5564,0.43507862,0.04127778
5565,0.151485,0.06398149
5566,0.33147744,0.16385824
5567,0.19247212,0.00831681
5568,0.4406821,0.11285046
5569,0.18065682,0.06827238
5570,0.18065682,0.06827238
5571,0.19623405,0.10333279
5572,0.14302369,0.00912363
5573,0.14655061,0.17796806
5574,0.23983756,0.12854297
5575,0.49020288,0.08836388
5576,0.47509148,0.02685102
5577,0.19835538,0.08617723
5578,0.10141293,0.04561825
5579,0.10141293,0.04561825
5580,0.38435922,0.00461278
5581,0.49988503,0.02278299
5582,0.25856378,0.09532514
5583,0.25308153,0.03001989
5584,0.11338454,0.01922493
5585,0.12131212,0.04546425
5586,0.11365257,0.06605379
5587,0.49679446,0.03695423
5588,0.27365708,0.00580446
5589,0.26373007,0.20057371
5590,0.13846195,0.03464756
5591,0.49086651,0.01770794
5592,0.49086651,0.01770794
5593,0.49086651,0.01770794
5594,0.47303382,0.11341711
5595,0.13478406,0.01128834
5596,0.11893413,0.16836669
5597,0.14658293,0.02174989
5598,0.19465819,0.07381083
5599,0.22190379,0.04710488
5600,0.23701894,0.05211751
5601,0.48953633,0.03344621
5602,0.12773868,0.05159789
5603,0.4235436,0.09376419
5604,0.32915392,0.04671452
5605,0.32915392,0.04671452
5606,0.11717771,0.02190972
5607,0.22662414,0.01471845
5608,0.30482638,0.16623699
5609,0.12413745,0.05657948
5610,0.10210658,0.06155238
5611,0.47771478,0.2927282
5612,0.27859488,0.24440742
5613,0.49877361,0.3125616
5614,0.42730206,0.00683336
5615,0.13189303,0.13316902
5616,0.38859968,0.18238446
5617,0.15645674,0.16866
5618,0.21532182,0.0174828
5619,0.21532182,0.0174828
5620,0.21532182,0.0174828
5621,0.21532182,0.0174828
5622,0.17544451,0.19945071
5623,0.32154852,0.16110585
5624,0.1036683,0.04683412
5625,0.1538548,0.19582371
5626,0.18547383,0.21068234
5627,0.34015725,0.37134944
5628,0.25754591,0.01946687
5629,0.50045305,0.02154963
5630,0.55795842,0.4917897
5631,0.11709402,0.05245326
5632,0.12713751,0.04540232
5633,0.38624291,0.00058983
5634,0.43636726,0.02591574
5635,0.44390438,0.00501266
5636,0.16532919,0.10763047
5637,0.16532919,0.10763047
5638,0.15049095,0.10422171
5639,0.12429146,0.00929705
5640,0.48321144,0.04143057
5641,0.56950459,0.28410869
5642,0.25136212,0.01933992
5643,0.4792844,0.03172167
5644,0.4792844,0.03172167
5645,0.29578546,0.4065688
5646,0.13555153,0.07437557
5647,0.48643487,0.1031262
5648,0.14968755,0.0529986
5649,0.11711329,0.00617559
5650,0.47451434,0.01010632
5651,0.17260289,0.04785712
5652,0.10367367,0.01896014
5653,0.43810839,0.13608119
5654,0.12713497,0.03764501
5655,0.45271654,0.08577815
5656,0.12544126,0.03249398
5657,0.17429555,0.01422201
5658,0.49770385,0.06182344
5659,0.12662145,0.03556717
5660,0.18133423,0.05432168
5661,0.14430266,0.06560279
5662,0.50097928,0.01033446
5663,0.10932716,0.08667796
5664,0.50097928,0.01033446
5665,0.4146542,0.01657645
5666,0.2993382,0.03444784
5667,0.25466808,0.23970825
5668,0.38787198,0.14049136
5669,0.47214776,0.0832846
5670,0.11802389,0.08744134
5671,0.26051686,0.00508353
5672,0.22030823,0.23799124
5673,0.1638665,0.00069343
5674,0.1638665,0.00069343
5675,0.44495563,0.00098215
5676,0.40037182,0.00735508
5677,0.51433918,0.0737234
5678,0.14967309,0.06707524
5679,0.3381621,0.0581387
5680,0.51311495,0.23908821
5681,0.13908524,0.21115092
5682,0.35314122,0.09865253
5683,0.20198012,0.20574522
5684,0.18104374,0.06569901
5685,0.19097691,0.20192232
5686,0.47681305,0.02741876
5687,0.26816653,0.13457378
5688,0.09482079,0.00318241
5689,0.22526389,0.0005942
5690,0.10166446,0.07507559
5691,0.45966466,0.00658554
5692,0.39456159,0.1099426
5693,0.39456159,0.1099426
5694,0.45900817,0.08587084
5695,0.17103355,0.07804325
5696,0.42377928,0.00760524
5697,0.12068181,0.07269821
5698,0.11988136,0.04528282
5699,0.1375357,0.10543642
5700,0.27682335,0.08241369
5701,0.27682335,0.08241369
5702,0.49079596,0.0192648
5703,0.49079596,0.0192648
5704,0.49126794,0.01935367
5705,0.49075623,0.01937517
5706,0.23638985,0.0084433
5707,0.13512239,0.07979637
5708,0.46923933,0.01584671
5709,0.12197205,0.17084143
5710,0.3871072,0.01501966
5711,0.48842566,0.04060148
5712,0.45073572,0.12100645
5713,0.4781276,0.14982405
5714,0.45359055,0.12045869
5715,0.45359055,0.12045869
5716,0.15135028,0.01122578
5717,0.15672838,0.04048916
5718,0.40620646,0.13253486
5719,0.47506269,0.00393484
5720,0.48181239,0.008336
5721,0.12617477,0.10804924
5722,0.19357986,0.07217688
5723,0.46321834,0.03778992
5724,0.32356165,0.031717
5725,0.51146432,0.08054527
5726,0.14495628,0.15582582
5727,0.10403772,0.12720288
5728,0.49096432,0.05280814
5729,0.48651804,0.04514331
5730,0.5166608,0.06405896
5731,0.51304331,0.05984117
5732,0.09819699,0.00005279
5733,0.39055827,0.09161398
5734,0.22612362,0.16148496
5735,0.10491491,0.04011108
5736,0.47529953,0.05984963
5737,0.47529953,0.05984963
5738,0.28962153,0.11998695
5739,0.4907134,0.05918001
5740,0.19059688,0.06407564
5741,0.19884677,0.04321597
5742,0.10796345,0.028459
5743,0.40149908,0.01343494
5744,0.34331382,0.01355475
5745,0.29504708,0.06278751
5746,0.52422057,0.13459405
5747,0.13910034,0.04931136
5748,0.52497365,0.13783031
5749,0.13910034,0.04931136
5750,0.33989295,0.02593967
5751,0.29175785,0.16132469
5752,0.13116062,0.0338582
5753,0.47511992,0.00739397
5754,0.22466436,0.06936229
5755,0.32508601,0.00700474
5756,0.11322789,0.06598832
5757,0.15703733,0.01102601
5758,0.16704724,0.12907342
5759,0.18922833,0.01150623
5760,0.1204405,0.04117072
5761,0.44112441,0.00608296
5762,0.1730162,0.0067249
5763,0.51028805,0.39193955
5764,0.1627748,0.00205651
5765,0.11541088,0.04431678
5766,0.54050201,0.17766576
5767,0.54830934,0.28225984
5768,0.15309997,0.08615598
5769,0.512132,0.04568244
5770,0.512132,0.04568244
5771,0.21124783,0.04235726
5772,0.10432032,0.02778736
5773,0.14998185,0.12986698
5774,0.11173142,0.02989526
5775,0.2284595,0.17274965
5776,0.48065355,0.00437317
5777,0.48146795,0.22526812
